DEPARTAMENTO,MUNICIPIO,NOMBRE DE ORGANIZACIÓN,NIT,FECHA DE CONSTITUCIÓN,TELÉFONO,CADENA O SISTEMA  PRODUCTIVO,ACTIVIDAD AGROPECUARIA,PRODUCTOS
SANTANDER,SAN VICENTE DE CUCURÍ,"PGN CACAOS (ASOCIACION AGROPECUARIA DECACAOCULTORES DE PALMIRA, GUADUAL, NUEVO MUNDO)",900661001-8,10/02/2013 12:00:00 AM,3173203368,CACAOCULTURA,AGROCOLA,CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,"ASOPABAMA (ASOCIACION AGROPECUARIA CACAOS ESPECIALES DE LAS VEREDAS PALESTINA, BARRO AMARILLO Y MATA DE CACAO DEL MUNICIPIO DE SAN VICENTE DE CHUCURI)",900716188-4,03/19/2014 12:00:00 AM,3126247248,CACAOCULTURA,AGROCOLA,CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,ASOVECAP (ASOCIACION VEREDAL DE CACAOCULTORES DEL PERTRECHO MUNICIPIO SAN VICENTE DE CHUCURI,900620297-5,05/23/2013 12:00:00 AM,3115229709,CACAOCULTURA,AGROCOLA,CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,"AVECASAN (ASOCIACION AGROPECUARIA INTERVEREDAL DE CACAOTEROS DE LAS VEREDAS LA ESPERANZA, EL LITORAL, GUAYACAN, PALOTIGRE, SANTA INEZ, EL CERRO)",900746073-4,07/03/2014 12:00:00 AM,3112721249,CACAOCULTURA,AGROCOLA,CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,AGROSANVI (ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SAN VICENTE DE CHUCURI,900776897-4,09/30/2014 12:00:00 AM,3144161425,AGROPECUARIO,AGROPECUARIO,AGROPECUARIO
SANTANDER,SAN VICENTE DE CUCURÍ,ASOPROFRUTAS,829003632-6,05/30/2003 12:00:00 AM,3138704602,PRODUCCION,AGRICOLA,CITRICOS -CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,APROCRAFRUM,829002441-1,12/07/2000 12:00:00 AM,3124490968,PRODUCCIÓN,AGRÍCOLA,CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,AGANAR,829003289-2,10/29/2002 12:00:00 AM,3184999167,PRODUCCIÓN,PECUARIA,CEBA- LECHE
SANTANDER,SAN VICENTE DE CUCURÍ,APRIMUJER (ASOCIACION MUNICIPAL PARA LA PROMOCION INTEGRAL DE LA MUJER),829002534-8,06/14/2001 12:00:00 AM,3003702514,PRODUCCIÓN -TRANSFORMACIÓN,AGRICOLA,COCOLATE DE MESA-MERMELADA DE MUCILAGO DE CACAO
SANTANDER,SAN VICENTE DE CUCURÍ,APIRREINA (ASOCIACION DE APICULTORES  DE LA SERRANIA DE LOS YARIGUIES),829004037-8,01/05/2004 12:00:00 AM,3107863155,APICULTURA,PECUARIO,MIEL DE ABEJA - CERA
SANTANDER,SAN VICENTE DE CUCURÍ,AGROCAMI (ASOCIACION AGROPECUARIA DE CACAOCULTORES DE LLANAFRIA SECTOR MIRABEL MUNICIPIO SAN VICENTE DE CHUCURI),900748879-2,10/16/2013 12:00:00 AM,3142610995,PRODUCCIÓN,AGRICOLA,CACAO- CITRICOS
SANTANDER,SAN VICENTE DE CUCURÍ,ASOCIACIÓN AGROPECUARIA DE EMPRENDEDORES DE PEÑA DE ORO Y SANTA INÉS,901009011-0,09/22/2016 12:00:00 AM,3187765746,AVICULTURA,PECUARIO,POLLO DE ENGORDE SEMICRIOLLO
SANTANDER,SAN VICENTE DE CUCURÍ,ASPROCAS (ASOCIACIÓN DE PRODUCTORES Y COMERCIALIZADORES AGRÍCOLAS DE SANTANDER),900161650-2,06/13/2012 12:00:00 AM,3123519554,PRODUCCIÓN-COMERCIALIZACIÓN,AGRÍCOLA,"BANANO, CITRICOS, PLATANO, AGUACATE, GUAMA, PAPAYA Y AHUYAMA"
SANTANDER,SAN VICENTE DE CUCURÍ,"AGROCABOP (ASOCIACION AGROPECUARIA DE CACAOS CRIOLLOS DE LAS VEREDAS BORNEO, PEDREGOZA DEL MUNICIPIO DE SAN VICENTE CHUCURI)",900812449-2,09/21/2014 12:00:00 AM,3133626024,PRODUCCIÓN,AGRICOLA,CACAO
SANTANDER,SANTA BÀRBARA,ASOPROAGRO,804011948-0,02/15/2001 12:00:00 AM,3132039689,MORA,AGRÌCOLA,MORA
SANTANDER,SANTA BÀRBARA,SANTA BÀRBARA DE LAS MONTAÑAS,900979884-1,06/09/2016 12:00:00 AM,3144449973,UVA,AGRÌCOLA,UVA
SANTANDER,SANTA BÀRBARA,ASOPISANBA,804.008.268-1,01/10/1999 12:00:00 AM,3107526465,MIEL Y ACUATE HASS,AGROPECUARIO,MIEL Y ACUATE HASS
SANTANDER,SANTA HELENA DEL OPON,UNION EXPOAGRO,900555501-5,09/12/2012 12:00:00 AM,3214876557,PRODUCCION,AGRICOLA,CACAO
SANTANDER,SANTA HELENA DEL OPON,ASOPROCARO,80401558-9,05/05/2003 12:00:00 AM,3173410820,CULTIVO DE CACAO,AGRICOLA,CACAO
SANTANDER,SIMACOTA,ASOCIACIÓN DE PEQUEÑOS Y MEDIANOS PRODUCTORES DE CACAO Y PRODUCTOS AGROTURISTICOS DE SIMACOTA (ASOCASIM),900318262-4,10/16/2009 12:00:00 AM,3165087304,CACAO,AGRICOLA,CACAO
SANTANDER,SIMACOTA,ASOCIACIÓN DE PRODUCTORES DE CITRICOS Y PRODUCTOS AGROPÉCUARIOS DE SIMACOTA (ACITRISIM),900673784-8,11/14/2013 12:00:00 AM,3143438157,FRUTALES,AGRICOLA,CITRICOS
SANTANDER,SIMACOTA,ASOCIACIÓN DE GANADEROS DE SIMACOTA ALTO (SIMAGAN),900537500-1,07/12/2012 12:00:00 AM,3166919203,GANADERIA,PECUARIA,GANADERIA
SANTANDER,SIMACOTA,ASOCIACIÓN DE APICULTORES DE SIMACOTA (APIAGROS),900884115-6,08/13/2015 12:00:00 AM,3168542959,APICOLA,PECUARIA,APICULTURA
SANTANDER,SIMACOTA,ASOCIACIÓN NACIONAL DE USUARIOS CAMPESINOS (ANUC),890262759-6,05/24/1905 12:00:00 AM,3165087304,AGROPECUARIO,AGROPECUARIA,POLICULTIVOS
SANTANDER,SIMACOTA,CORPORACIÓN REDES CAMPESINAS POR LA PAZ Y EL DESARROLLO INTEGRAL DE SIMACOTA,900323555-7,11/13/2009 12:00:00 AM,3208365011,CACAO,AGRICOLA,CACAO
SANTANDER,SIMACOTA,ASOCIACIÓN DE PRODUCTORES AGRICOLAS Y PECUARIOS DE SIMACOTA (ASPROAGROS),830053812-2,11/01/2001 12:00:00 AM,3015854338,CAFÉ,AGRICOLA,CAFÉ ESPECIAL
SANTANDER,SIMACOTA,ASOCIACIÓN DE MUJERES CAMPESINAS DE SIMACOTA (ASOMUCASI),901132205-8,11/11/2017 12:00:00 AM,3167560819,CACAO,AGROINDUSTRIAL,CHOCOLATE DE MESA
SANTANDER,SIMACOTA,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SIMACOTA (ASOPRASIM),900723338-1,04/22/2014 12:00:00 AM,3224532791,CAFÉ,AGROINDUSTRIAL,CAFÉ YARIGUIES
SANTANDER,SIMACOTA,ASOCIACION DE VICTIMAS DE SIMACOTA ALTA (ASOVISALTA),901075429-6,03/12/2017 12:00:00 AM,3224585726,FRUTALES,AGROINDUSTRIAL,ACOPIO Y PROCESAMIENTO DE CITRICOS
SANTANDER,SOCORRO,ASOCIACION COMUNERA DE GANADEROS,900261779-2,01/21/2009 12:00:00 AM,3177680980,GANADERIA,PECUARIA,"CARNE , LECHE , EMBUTIDOS"
SANTANDER,SOCORRO,ASOCIACION DE PRODUCTORES Y EMPRESARIOS CAFETEROS DE SANTANDER,901031620-8,11/30/2016 12:00:00 AM,3002176280,CAFÉ,AGRICOLA,"CAFÉ TOSTADO , MOLIDO"
SANTANDER,SOCORRO,COOPERATIVA AGROPECUARIA DE SOCORRO LTDA,900011724-6,03/09/2005 12:00:00 AM,3165665510,CAFÉ,AGRICOLA,"CAFÉ TOSTADO , MOLIDO"
SANTANDER,SOCORRO,ASO CAMPOS,901026749-9,11/15/2016 12:00:00 AM,3115597996,LIMON TAHITI,AGRICOLA,MANDARINA ARRAYANA E ISRAELI
SANTANDER,SOCORRO,ASOCIACION COMUNERA DE MUJERES RURALES DE EL SOCORRO ASOCOMUCA,901315762,08/27/2019 12:00:00 AM,3164257815,CAFÉ,AGRICOLA,"CITRICOS , PLATANO"
SANTANDER,SOCORRO,AMESPROCOM,800106481-8,04/08/1997 12:00:00 AM,3156703353,PRODUCTOS DE TRANSFORMACION,AGROINDUSTRIAL,"ALIMENTOS , CONFECCION ENTRE OTROS"
SANTANDER,SUAITA,ASOCIACION PROMOTORA AGROPECUARIA JARDIN DEL SOL,900039239 -7,08/17/2005 12:00:00 AM,3118475079,FLORICULTORES,AGRICOLA,HELICONIAS
SANTANDER,SUAITA,ASOGASU,901141932-2,12/27/2017 12:00:00 AM,3123864342,GANADERO,PECUARIA,"CARNE, LECHE"
SANTANDER,SURATA,ASOCIACIÓN DE EMPRENDEDORES AGROMECANICOS DE SAN,901252728-2,02/06/2019 12:00:00 AM,3232138079,HORTALIZAS,AGRICOLA,CULTIVAR Y COMERCIALIZAR PRODUCTOS AGROPECUARIOS
SANTANDER,SURATA,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE CACHIRI,900905284-4,12/31/2014 12:00:00 AM,3222175722,AGROPECUARIO,AGROPECUARIA,"CULTIVAR, CRIAR Y COMERCIALIZAR PRODUCTOS AGROPECUARIOS"
SANTANDER,SURATA,ASOCIACION DE MUJERES AHORRADORAS VICTIMAS DE,901142642-6,12/29/2017 12:00:00 AM,3203439460,AVICULTURA,PECUARIO,GALLINAS PONEDORAS
SANTANDER,TONA,COALAGRA,800088753-8,10/22/1988 12:00:00 AM,3108426128,LACTEA,PECUARIA,"QUESO, YOGURT, CUAJADA"
SANTANDER,TONA,COINTO,800099692-4,12/18/2018 12:00:00 AM,3166872135,FRUTAS,AGUACATE HASS,AGUACATE HASS
SANTANDER,TONA,ASOAPITONA,901238664-1,01/30/1997 12:00:00 AM,3134747863,APICULTURA,AGROINDUSTRIAL,MIEL DE ABEJA
SANTANDER,TONA,ASOCARBE,900992747-3,07/26/2016 12:00:00 AM,3213094294,CARNICOS,PECUARIO,"CARNE, VISCERAS"
SANTANDER,TONA,ASOCIAICON DE CEBOLLEROS DE LOS SANTANDERES,900186710-3,11/17/2007 12:00:00 AM,3125127099,HORTALIZAS,AGRICOLA,CEBOLLA LARGA
SANTANDER,VALLE DE SAN JOSE,ASOCIACION DE MUJERES CAFETERAS DEL MUNICIPIO DE VALLE DE SAN JOSE ASOMUCAV,900700694-1,02/14/2014 12:00:00 AM,3187636625,"CULTIVAR Y PRODUCIR CAFÉ PERGAMINO SECO ,TOSTADO Y  MOLIDO.",AGRICOLA,CAFÉ
SANTANDER,VALLE DE SAN JOSE,AGROINDUSTRIA  GUACARI S.A..S,900740122-1,06/04/2014 12:00:00 AM,3183060706,PROCESAR Y COMERCIALIZAR CAFÉ,AGROCOLA,CAFÉ
SANTANDER,VALLE DE SAN JOSE,ASOCIACION DE PRODUCTORES  DEL VALLE DE SAN JOSE ASVALL,900935113-6,07/07/2010 12:00:00 AM,3115130278,PRODUCIR Y COMERCIALIZAR PRODUCTOS AGRICOLAS,AGROPECUARIA,OVINO/BOVINO
SANTANDER,VALLE DE SAN JOSE,ASOCIACION DE PANELEROS DEL FONCE ASOPROFONCE,804017484-2,07/02/2004 12:00:00 AM,3138880470,PRODUCIR Y COMERCIALIZAR PANELA,AGRICOLA,PANELA
SANTANDER,VELEZ,"ASOCIACION CULTIVADORES Y PROPCESADORES RURALES DE LA PROVINCIA DE VELEZ ""BIJAO VELEÑO""",900698539-8,02/14/2014 12:00:00 AM,3103057622,SIEMBRA Y PROCESAMIENTO BIJAO,AGRICOLA,EMPAQUE BOCADILLO DENOMINACION DE ORIGEN
SANTANDER,VELEZ,"ASOCIACION DE PRODUCTORES DE GUAYABA NATIVA DEL MUNICIPIO DE VELEZ ""GUAYAVEL""",900910959-7,11/20/2015 12:00:00 AM,3125317560,SIEMBRA DE GUYABA,AGRICOLA,GUAYABA
SANTANDER,VELEZ,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DEL OPON,901020418-9,10/10/2016 12:00:00 AM,3229443587,SIEMBRA CACAO,AGRICOLA,CHOCOLATE PARA CONSUMO Y CACAO EN GRANO
SANTANDER,VELEZ,"ASOCIACICION DE MUJERES ENPRENDEDORAS DE VELEZ ""ASMUVEL""",900675480-3,03/11/2013 12:00:00 AM,3134383991,AVICOLA Y AGRICOLA,AGRICOLA,"VERDURAS, HORTALIZAS, POLLO ENGORDE"
SANTANDER,VELEZ,"COPERATIVA DE PRODUCTORES AGRICOLAS NACIONAL ""COOPRONAL""",804009278-8,09/04/2002 12:00:00 AM,3112944507,PRODUCCION DE BANANITO Y CACAO,AGRICOLA,CACAO Y BANANITO
SANTANDER,VELEZ,COMITÉ DE GANADEROS DE LA PROVINCIA DE VELEZ,80400822-6,12/10/1998 12:00:00 AM,3214542875,"MEJORAMIENTO GENETICO, ASISTENCIA, GANADO DE CRIA, LEVANTE",PECUARIO,ANIMALES GENETICAMENTE MEJORADOS
SANTANDER,VETAS,AMUCAVE,804010044-3,06/30/1999 12:00:00 AM,3202138736,APICULTURA,PECUARIO,MIEL DE ABEJA
SANTANDER,VETAS,ASHIVE,900003964-3,05/09/1997 12:00:00 AM,3134927707,PRODUCCION FIBRA,AGRICOLA,HILANDERAS
SANTANDER,VETAS,ASOPRAVETS,804013343-4,05/27/2002 12:00:00 AM,3209995996,PISCICULTURA,PECUARIO,TRUCHA
SANTANDER,VETAS,AROSANTURBAN,900915839-4,01/05/2015 12:00:00 AM,3168965498,AROMATICAS,AGRICOLA,TISANAS (AROMATICAS)
SANTANDER,VILLANUEVA,ASOCIACION CAMPESINA VILLASUR,900760803-2,08/20/2014 12:00:00 AM,3209727861,HORTOFRUTÍCOLA,AGROPECUARIA,"GALLINA PONEDORA, AGUACATE, LIMON, MANDARINA"
SANTANDER,VILLANUEVA,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE VILLANUEVA - ASOPRAVILLA,900815906-0,11/20/2014 12:00:00 AM,3118393783,HORTOFRUTÍCOLA,AGRICOLA,"AGUACATE, LIMON, MANDARINA, FRIJOL, NARANJA"
SANTANDER,ZAPATOCA,ASOCIACION MUTUAL DE PROSUMIDORES AGROECOLOGICOS AGROSOLIDARIA SECCIONAL ZAPATOCA SANTANDER,901077870 - 0,05/09/2017 12:00:00 AM,3107626413,AGRICULTURA FAMILIAR CAMPESINA,AGRICOLA,FRUTAS Y HORTALIZAS
SANTANDER,ZAPATOCA,ASOCIACION DE FRUTICULTORES DE ZAPATOCA,900153407-5,01/01/1900 12:00:00 AM,3144737138,AGROPECUARIO,AGRICOLA,FRUTAS Y HORTALIZAS
SANTANDER,ZAPATOCA,ASOCIACION DE PRODUCTORES DE LECHE DE ZAPATOCA,901137994-3,09/10/2017 12:00:00 AM,3116302530,ACOPIO DE LECHE CRUDA,PECUARIO,LECHE
